#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:16SrRNA" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:16SrRNA" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:16SrRNA" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:16SrRNA" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:16SrRNA">
#                    <taxonset id="TaxonSet.16SrRNA" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="HyperPrior.hyperNormal-mean-MeanRatePrior.c:16SrRNA" name="distribution">
#            <parameter id="parameter.hyperNormal-mean-MeanRatePrior.c:16SrRNA" lower="8.0E-5" name="x" upper="1.8E-4">1.3E-4</parameter>
#            <Uniform id="Uniform.9" lower="8.0E-5" name="distr" upper="1.8E-4"/>
#        </prior>
#        <prior id="PopSizePrior.t:16SrRNA" name="distribution" x="@popSize.t:16SrRNA">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="MeanRatePrior.c:16SrRNA" name="distribution">
#            <parameter id="ucldMean.c:16SrRNA" lower="8.0E-5" name="x" upper="1.8E-4">1.3E-4</parameter>
#            <Normal id="Normal.3" mean="@parameter.hyperNormal-mean-MeanRatePrior.c:16SrRNA" name="distr">
#                <parameter estimate="false" id="parameter.hyperNormal-sigma-MeanRatePrior.c:16SrRNA" name="sigma">5.0E-5</parameter>
#            </Normal>
#        </prior>
#        <prior id="ucldStdevPrior.c:16SrRNA" name="distribution">
#            <parameter id="ucldStdev.c:16SrRNA" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.6" name="distr">
#                <parameter estimate="false" id="RealParameter.21" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.22" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="ES.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:16SrRNA">
#            <taxonset id="ES" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Escherichia_coli" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Salmonella_enterica" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.1" name="distr">
#                <parameter estimate="false" id="RealParameter.43" name="mean">102.0</parameter>
#                <parameter estimate="false" id="RealParameter.44" name="sigma">5.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="HP.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:16SrRNA">
#            <taxonset id="HP" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Haemophilus_influenzae" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Pasteurella_multocida" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.2" name="distr">
#                <parameter estimate="false" id="RealParameter.45" name="mean">220.0</parameter>
#                <parameter estimate="false" id="RealParameter.46" name="sigma">11.0</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@16SrRNA" id="treeLikelihood.16SrRNA" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:16SrRNA">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:16SrRNA" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:16SrRNA" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:16SrRNA" name="shape">0.6801</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:16SrRNA" lower="0.0" name="proportionInvariant" upper="1.0">0.3347</parameter>
#                <substModel id="gtr.s:16SrRNA" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateAC.s:16SrRNA" lower="0.0" name="rateAC">0.6362</parameter>
#                    <parameter estimate="false" id="rateAG.s:16SrRNA" lower="0.0" name="rateAG">2.0927</parameter>
#                    <parameter estimate="false" id="rateAT.s:16SrRNA" lower="0.0" name="rateAT">1.2973</parameter>
#                    <parameter estimate="false" id="rateCG.s:16SrRNA" lower="0.0" name="rateCG">0.8086</parameter>
#                    <parameter estimate="false" id="rateCT.s:16SrRNA" lower="0.0" name="rateCT">3.4754</parameter>
#                    <parameter estimate="false" id="rateGT.s:16SrRNA" lower="0.0" name="rateGT">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:16SrRNA" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:16SrRNA" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:16SrRNA" id="RelaxedClock.c:16SrRNA" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:16SrRNA">
#                <LogNormal S="@ucldStdev.c:16SrRNA" id="LogNormalDistributionModel.c:16SrRNA" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.20" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="50" id="rateCategories.c:16SrRNA" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.16SrRNA	TreeHeight	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	popSize	CoalescentConstant	monophyletic(ES)	logP(mrca(ES))	mrcatime(ES)	ucldMean	monophyletic(HP)	logP(mrca(HP))	mrcatime(HP)	parameter.hyperNormal-mean-MeanRatePrior	HyperPrior.hyperNormal-mean-MeanRatePrior	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-67174.0984988948	-66717.133556821	-456.96494207379175	-66717.133556821	1.4260386604292277	1.0	0.1	1.3766944786894436E-4	1.794330026542567E-10	0.10017824876158372	0.3	-70.08657524812898	0	-204.8308104363083	1.4260386604292277	1.3E-4	0	-202.26578273010884	0.5788395809702312	1.3E-4	9.210340371976184	0.25	0.25	0.25	0.25
10000	-17130.962671794165	-16897.04793084185	-233.91474095231376	-16897.04793084185	3252.018691133308	1.0	0.9202548268328403	2.3472795521402155E-4	5.628865803078207E-8	0.6998334677546696	3473.3859372040442	-231.02472491211375	1	-6.9750747990405895	116.91089929112563	1.34738418832048E-4	1	-3.4190216238264406	224.97287159629747	1.0411057293979236E-4	9.210340371976184	0.25919735298938784	0.25	0.253705683898424	0.23709696311218817
20000	-17097.626933580665	-16867.855581829368	-229.77135175129533	-16867.855581829368	3152.9904555293774	1.0	0.7483071152009075	2.368902769948241E-4	5.829338115267256E-8	0.6986964055877799	4686.400052739419	-230.67704010909557	1	-3.7019440929810896	109.66018161449948	1.7670558074243934E-4	1	-3.3273744483997656	218.4028664864806	1.7308464107362295E-4	9.210340371976184	0.2505128319196227	0.24873941734786909	0.2680508693381132	0.23269688139439507
30000	-17111.53990414634	-16872.692598931244	-238.84730521509573	-16872.692598931244	2522.6813638976596	1.0	0.5257087321391187	1.8737574456517868E-4	1.2019310384360785E-8	0.5286874298557389	4516.403843131588	-240.73831290575046	1	-2.872364823708765	106.14721821266974	1.6000989214899042E-4	1	-3.9224379779419287	232.106040211779	1.7308464107362295E-4	9.210340371976184	0.2549623870155939	0.24997632592341767	0.2692927626675889	0.2257685243933995
40000	-17090.81253447215	-16853.146824818385	-237.6657096537652	-16853.146824818385	2057.936264771339	1.0	0.547921983534545	1.9914494764237508E-4	1.659107797271751E-8	0.56419593878945	5483.549557647867	-239.63625137957115	1	-2.5306929286407422	101.65967052713808	1.7308259507520365E-4	1	-3.7147048470579156	229.812481436175	1.3896476813609102E-4	9.210340371976184	0.248846192361743	0.24021847132596105	0.27988068315827197	0.23105465315402396
50000	-17101.519011798537	-16859.631441112168	-241.8875706863694	-16859.631441112168	2311.3038601587864	1.0	0.572674499561761	1.7812434556624109E-4	9.640272160020389E-9	0.5146651793768187	4802.77048970017	-242.8824480720664	1	-3.3031400442519256	108.22400031576619	1.549776946808686E-4	1	-3.5582823269062707	212.35601268586996	9.841587269444417E-5	9.210340371976184	0.2437924632838868	0.24842603557043097	0.28493441223612814	0.22284708890955404
60000	-17100.753546569616	-16856.742341604317	-244.01120496529956	-16856.742341604317	3053.158271399465	1.0	0.4927796622373932	1.6434372974317204E-4	9.888164719546771E-9	0.5423523191808046	5813.653472692707	-245.71336349672995	1	-3.271465893137318	108.09544685604979	1.5285954856054663E-4	1	-3.3446002779692696	217.40780282080496	1.1643923475281123E-4	9.210340371976184	0.24312817853926635	0.2490903203150514	0.28493441223612814	0.22284708890955404
70000	-17085.9002329173	-16844.20208550388	-241.69814741342435	-16844.20208550388	2876.6343478429812	1.0	0.44352582819511216	1.5938206172284454E-4	7.250516870506025E-9	0.4772113372825829	6476.351016603246	-244.22458788833617	1	-2.647561652534235	104.44115963115343	1.476098499870842E-4	1	-3.3816458784511343	223.96036886317904	1.255451791326156E-4	9.210340371976184	0.2208249214439726	0.24552219022715416	0.3172934217921089	0.21635946653676424
80000	-17084.154593005136	-16838.069426326107	-246.08516667902768	-16838.069426326107	2352.3095296523256	1.0	0.3680680673686656	1.7184544821055456E-4	5.400832087079396E-9	0.4032528472184247	7493.479553581657	-244.13042913334473	1	-5.891030902911101	114.9666002816319	1.7122423495421435E-4	1	-4.620010654103023	237.7586259952789	1.3699835324961214E-4	9.210340371976184	0.2208249214439726	0.24552219022715416	0.3260644806563337	0.20758840767253944
90000	-17077.720219896284	-16835.192958569514	-242.52726132677114	-16835.192958569514	2423.700768489712	1.0	0.36889141480747994	1.6658991042428316E-4	4.994702783312022E-9	0.391486797239391	5599.944820381614	-245.7312496529473	1	-2.531765817594638	101.5883343616559	1.7866339270875676E-4	1	-3.340676947825472	217.59790917719005	1.753115588405012E-4	9.210340371976184	0.23342862694576344	0.24208436257196375	0.30508323029645257	0.21940378018582016
100000	-17082.646980959064	-16838.514929590776	-244.13205136828722	-16838.514929590776	2610.8971104577204	1.0	0.39544811588817397	1.6288722941996218E-4	5.121958268637441E-9	0.4164470231240471	6859.622889195244	-245.14510962651073	1	-4.350755913778033	111.54562587822103	1.7409992218996698E-4	1	-3.3601997976496842	216.76046762965902	1.5825311715456837E-4	9.210340371976184	0.231432241612692	0.24208436257196375	0.3243740699659814	0.20210932584936284
110000	-17079.301047666413	-16836.38610202086	-242.9149456455511	-16836.38610202086	2282.814549785652	1.0	0.32928970269196084	1.65430413993868E-4	3.759032424405354E-9	0.3603498303153366	5040.475660127243	-246.18566408662474	1	-2.6514225599008148	104.4803841865933	1.6805987528446006E-4	1	-3.3985404422547316	215.55331517049964	1.5825311715456837E-4	9.210340371976184	0.24181943571259618	0.23306950791716347	0.31581576443899717	0.20929529193124316
120000	-17078.55174444283	-16829.549880254894	-249.0018641879352	-16829.549880254894	3467.7331931977333	1.0	0.4463189160049099	1.301226110196218E-4	4.489452226207125E-9	0.44398088883335457	8512.253173304152	-250.76264390566118	1	-2.789043893443354	105.61017622703228	1.4782694069070718E-4	1	-3.750742703093808	230.24724124318175	1.29266462589889E-4	9.210340371976184	0.24181943571259618	0.22817699971853955	0.3178836371949734	0.21211992737389085
130000	-17075.63264789792	-16830.554736550417	-245.07791134750317	-16830.554736550417	2749.531537936715	1.0	0.3430009601855908	1.4738515108998174E-4	2.635195631890465E-9	0.3206314895011895	8420.821999368616	-247.44323294776606	1	-2.528949761415695	101.83069025767514	1.6329915433992379E-4	1	-3.654707156392702	210.95758047897039	1.2990413069470953E-4	9.210340371976184	0.24181943571259618	0.22817699971853955	0.3223476497168922	0.20765591485197207
